,location,total_sqft,bath,balcony,price,bedrooms
6069,Sarjapur  Road,1700.0,3.0,2.0,93.5,3
6072,other,1560.0,3.0,3.0,125.0,3
6074,Haralur Road,1243.0,2.0,2.0,46.0,2
6076,Sarjapur  Road,1403.0,3.0,1.0,56.0,3
6078,Tumkur Road,1416.0,3.0,1.0,94.0,3
6081,7th Phase JP Nagar,1680.0,3.0,2.0,125.0,3
6082,Doddathoguru,1595.0,3.0,3.0,62.0,3
6083,Kanakpura Road,1507.0,2.0,3.0,95.0,3
6085,Hennur Road,1949.0,3.0,1.0,133.0,3
6087,Electronic City Phase II,1000.0,2.0,1.0,28.88,2
6089,Hosakerehalli,2480.0,3.0,2.0,245.0,3
6093,Yelahanka,1100.0,2.0,1.0,60.0,2
6097,Rajaji Nagar,3526.0,4.0,3.0,598.0,4
6098,Gottigere,1425.0,2.0,2.0,47.0,3
6100,other,550.0,1.0,1.0,23.0,1
6101,Uttarahalli,1385.0,2.0,2.0,48.48,3
6106,other,1783.0,3.0,2.0,125.0,3
6107,Haralur Road,1520.0,2.0,2.0,90.0,3
6108,Sarjapur  Road,1060.0,2.0,1.0,55.0,2
6109,Raja Rajeshwari Nagar,1267.0,2.0,1.0,54.35,2
6111,Karuna Nagar,2500.0,3.0,2.0,180.0,3
6112,Bannerghatta Road,1240.0,2.0,1.0,65.0,2
6113,other,1570.0,3.0,2.0,78.0,3
6115,Whitefield,1355.0,3.0,3.0,76.0,2
6117,Whitefield,4075.0,5.0,3.0,226.0,4
6118,Raja Rajeshwari Nagar,1550.0,3.0,3.0,52.45,3
6119,Raja Rajeshwari Nagar,1100.0,2.0,1.0,50.0,2
6120,other,1750.0,3.0,2.0,150.0,3
6121,9th Phase JP Nagar,1466.0,2.0,2.0,71.0,2
6122,Rachenahalli,1550.0,3.0,2.0,72.5,3
6123,Akshaya Nagar,2300.0,4.0,3.0,102.0,3
6124,Kengeri,540.0,1.0,1.0,22.5,1
6125,8th Phase JP Nagar,950.0,3.0,2.0,130.0,3
6128,other,2880.0,3.0,2.0,501.0,3
6129,Hebbal,1987.0,4.0,2.0,165.0,3
6130,Hoodi,1305.0,2.0,1.0,75.0,2
6141,Hennur Road,1232.0,2.0,2.0,89.0,2
6142,Thanisandra,1732.0,3.0,3.0,85.73,3
6143,Yelahanka,1614.0,2.0,1.0,100.0,3
6144,Magadi Road,600.0,1.0,1.0,22.0,2
6145,Thigalarapalya,2072.0,4.0,2.0,155.0,3
6146,Electronic City,919.0,2.0,2.0,34.0,2
6150,Marsur,1200.0,3.0,1.0,150.0,3
6152,other,1000.0,2.0,2.0,42.0,2
6153,Whitefield,1216.0,2.0,1.0,75.0,2
6154,Lingadheeranahalli,2245.0,4.0,2.0,154.0,4
6155,Bannerghatta Road,1476.0,3.0,1.0,125.0,3
6156,Ambedkar Nagar,1852.0,3.0,2.0,130.0,3
6158,Panathur,1597.0,3.0,1.0,67.12,3
6159,Jakkur,2423.0,4.0,3.0,160.0,3
6160,Marathahalli,1152.0,2.0,1.0,90.0,2
6162,Kammasandra,1400.0,3.0,2.0,92.0,3
6163,Rachenahalli,1530.0,2.0,2.0,74.4,3
6165,Raja Rajeshwari Nagar,1185.0,2.0,2.0,40.17,2
6166,Yelahanka,1890.0,3.0,2.0,108.0,3
6171,other,830.0,2.0,2.0,40.0,2
6172,Electronic City Phase II,1165.0,2.0,1.0,30.29,2
6173,Bommanahalli,1100.0,1.0,2.0,55.0,2
6175,other,1685.0,3.0,2.0,60.0,3
6176,other,3131.0,4.0,3.0,349.0,4
6178,other,827.0,2.0,1.0,45.0,2
6181,Electronics City Phase 1,635.0,1.0,0.0,26.0,1
6182,Whitefield,4000.0,4.0,3.0,380.0,4
6183,other,1050.0,2.0,1.0,50.0,2
6188,other,2850.0,4.0,3.0,470.0,3
6189,Raja Rajeshwari Nagar,1751.0,3.0,3.0,72.0,3
6190,other,4750.0,6.0,1.0,1102.0,4
6191,Bommasandra,1020.0,2.0,1.0,40.89,2
6192,Thanisandra,1148.0,2.0,1.0,43.5,2
6193,Talaghattapura,1856.0,3.0,2.0,135.0,3
6199,Bellandur,1325.0,2.0,2.0,65.0,2
6200,other,1261.0,2.0,2.0,61.0,2
6203,7th Phase JP Nagar,1675.0,2.0,2.0,135.0,3
6205,Kodihalli,3260.0,5.0,3.0,388.0,4
6207,Uttarahalli,1160.0,2.0,2.0,45.0,2
6209,Sahakara Nagar,1914.0,3.0,2.0,149.0,3
6210,other,1458.0,3.0,2.0,79.0,3
6213,Hulimavu,3035.0,5.0,3.0,220.0,3
6216,Yelahanka,1556.0,3.0,2.0,86.0,3
6217,Jigani,918.0,2.0,2.0,50.0,2
6218,Sarjapur  Road,1455.0,2.0,1.0,98.0,3
6222,Bannerghatta Road,1100.0,2.0,2.0,52.0,3
6223,Sarjapur  Road,1405.0,3.0,2.0,48.87,3
6224,Subramanyapura,929.0,2.0,1.0,56.0,2
6228,Channasandra,1065.0,2.0,1.0,40.47,2
6229,Bannerghatta Road,1532.5,3.0,0.0,84.29,3
6233,Anandapura,1250.0,2.0,2.0,45.0,2
6234,Marathahalli,1680.0,3.0,3.0,105.0,3
6235,Nagarbhavi,1146.0,2.0,1.0,50.0,2
6237,Ramagondanahalli,1451.0,3.0,1.0,60.44,3
6238,other,1424.0,2.0,3.0,55.0,3
6239,Gottigere,1435.0,2.0,3.0,62.0,3
6240,Devanahalli,658.0,1.0,0.0,26.91,1
6242,Whitefield,1242.0,2.0,2.0,65.0,2
6244,Yelahanka,1610.0,4.0,2.0,85.0,3
6245,Hulimavu,1127.0,2.0,1.0,65.0,2
6249,other,1250.0,3.0,1.0,55.0,3
6250,other,2200.0,4.0,2.0,160.0,3
6252,Chandapura,876.0,2.0,2.0,29.5,2
6254,Kadugodi,1314.0,2.0,3.0,83.0,2
6255,Rachenahalli,690.0,1.0,1.0,39.8,1
6257,other,1230.0,2.0,3.0,55.0,2
6258,Bommasandra,920.0,2.0,1.0,37.2,2
6259,Sarjapur  Road,1850.0,3.0,3.0,140.0,3
6260,Electronic City,1073.0,2.0,2.0,60.0,2
6261,other,1540.0,3.0,3.0,76.0,3
6262,Kanakpura Road,1550.0,3.0,3.0,63.5,3
6263,Kalyan nagar,1198.0,2.0,1.0,65.0,2
6264,other,1656.0,3.0,2.0,90.0,3
6265,other,1900.0,3.0,3.0,155.0,3
6266,Ramagondanahalli,1910.0,3.0,2.0,142.0,3
6270,Thanisandra,2172.0,3.0,2.0,76.02,3
6273,Whitefield,1548.0,3.0,1.0,65.0,3
6275,Whitefield,2856.0,5.0,0.0,154.5,4
6276,Hosur Road,1689.0,3.0,1.0,103.0,3
6278,Bhoganhalli,2119.0,4.0,2.0,111.0,4
6281,other,1100.0,2.0,1.0,61.0,2
6284,Hennur Road,1250.0,2.0,1.0,77.88,3
6288,Electronic City,1500.0,2.0,1.0,78.0,3
6289,other,1942.0,3.0,1.0,155.0,3
6290,Haralur Road,1985.0,3.0,2.0,130.0,3
6291,Sarjapur  Road,950.0,1.0,0.0,39.9,1
6293,Green Glen Layout,1752.0,3.0,2.0,105.0,3
6296,Old Madras Road,1480.0,2.0,2.0,84.0,3
6298,Sarjapur  Road,1826.0,3.0,2.0,130.0,3
6302,Thanisandra,934.0,2.0,2.0,55.0,2
6304,Mahadevpura,1620.0,2.0,1.0,76.0,3
6305,Electronic City,1070.0,2.0,1.0,47.0,2
6311,Balagere,1012.0,2.0,1.0,54.59,2
6312,Electronic City Phase II,1611.0,2.0,2.0,48.33,3
6313,Whitefield,1405.0,3.0,2.0,58.0,3
6314,other,1515.0,3.0,3.0,90.0,3
6315,Thigalarapalya,1830.0,4.0,2.0,150.0,3
6316,Kaggadasapura,1710.0,3.0,0.0,60.0,3
6317,other,935.0,2.0,1.0,51.5,2
6321,Brookefield,1410.0,2.0,0.0,80.0,3
6322,Jakkur,1125.0,2.0,2.0,65.0,2
6323,Magadi Road,1191.0,2.0,1.0,55.38,3
6325,CV Raman Nagar,1525.0,2.0,3.0,67.0,3
6329,other,600.0,1.0,2.0,25.0,2
6330,Chandapura,645.0,1.0,1.0,16.45,1
6331,Thanisandra,1185.0,2.0,2.0,44.0,2
6332,Electronics City Phase 1,1190.0,2.0,1.0,68.0,2
6334,Whitefield,2856.0,5.0,0.0,158.5,4
6335,Whitefield,1355.0,2.0,3.0,73.0,2
6339,Yelahanka New Town,500.0,2.0,1.0,24.0,1
6340,other,1250.0,3.0,3.0,50.0,3
6342,Ambalipura,3300.0,4.0,2.0,329.0,4
6344,other,1206.0,2.0,1.0,53.0,2
6345,Rajaji Nagar,1357.0,2.0,1.0,130.0,2
6347,8th Phase JP Nagar,909.0,2.0,1.0,40.9,2
6348,Seegehalli,3000.0,5.0,2.0,335.0,3
6349,Brookefield,1100.0,2.0,1.0,55.0,2
6352,Subramanyapura,975.0,2.0,1.0,65.0,2
6353,Raja Rajeshwari Nagar,1306.0,2.0,2.0,44.17,2
6355,Kalena Agrahara,610.0,1.0,1.0,39.0,1
6356,Yelahanka,1484.0,2.0,2.0,56.4,3
6357,Ramamurthy Nagar,1125.0,2.0,1.0,47.0,2
6358,Bhoganhalli,1447.0,2.0,1.0,75.97,2
6359,Whitefield,2882.0,5.0,1.0,158.0,4
6362,other,1250.0,2.0,1.0,58.0,2
6366,1st Phase JP Nagar,840.0,2.0,2.0,50.0,1
6367,Hennur Road,2502.0,4.0,2.0,180.0,4
6368,other,583.0,1.0,1.0,26.9,1
6373,Whitefield,750.0,1.0,1.0,51.0,1
6374,Marathahalli,1600.0,3.0,3.0,58.0,3
6375,other,1365.0,2.0,2.0,49.0,3
6378,Hormavu,1260.0,2.0,2.0,35.0,2
6379,Electronics City Phase 1,1190.0,2.0,2.0,33.92,2
6380,Hosakerehalli,2480.0,4.0,1.0,260.0,3
6383,other,1510.0,3.0,3.0,47.57,3
6385,Kundalahalli,1120.0,2.0,1.0,53.76,2
6386,Whitefield,1115.0,2.0,0.0,34.555,2
6387,other,1717.0,3.0,3.0,99.0,3
6391,Bannerghatta Road,1465.0,2.0,1.0,45.87,3
6394,Haralur Road,1255.0,2.0,1.0,90.0,3
6396,Electronic City Phase II,1065.0,2.0,1.0,30.88,2
6398,Bellandur,1281.0,2.0,2.0,87.0,2
6399,Electronic City,1210.0,2.0,2.0,25.0,2
6400,Kaggadasapura,1215.0,2.0,3.0,43.0,2
6402,Mysore Road,1237.0,2.0,2.0,73.0,2
6403,Lakshminarayana Pura,1300.0,2.0,1.0,70.0,2
6404,Whitefield,1105.0,2.0,2.0,39.99,2
6405,Chandapura,1505.0,2.0,2.0,42.0,3
6407,Banashankari,1186.0,2.0,3.0,65.0,2
6409,Kengeri,750.0,2.0,1.0,35.5,2
6410,Varthur,1083.0,2.0,2.0,28.0,2
6412,Thanisandra,1056.0,2.0,2.0,68.0,2
6413,other,2108.0,3.0,3.0,85.0,3
6414,Banashankari,1650.0,3.0,2.0,101.0,3
6415,Electronic City Phase II,1220.0,3.0,1.0,36.6,3
6416,other,1198.0,2.0,1.0,54.0,2
6417,other,1190.0,2.0,1.0,70.0,2
6421,Bommenahalli,2940.0,3.0,2.0,2250.0,4
6424,Yelahanka,1260.0,2.0,2.0,59.2,2
6425,Talaghattapura,2254.0,3.0,2.0,153.0,3
6426,Old Madras Road,2990.0,5.0,1.0,210.0,3
6428,JP Nagar,820.0,2.0,1.0,45.0,2
6429,Electronic City,1296.0,2.0,2.0,65.0,2
6431,Whitefield,1173.0,2.0,1.0,77.0,2
6433,Yelahanka,1102.0,2.0,0.0,52.0,2
6438,Yelahanka,1519.0,2.0,3.0,65.0,2
6439,Hosur Road,1345.0,2.0,2.0,106.0,2
6440,other,1594.0,3.0,2.0,99.0,3
6441,other,1250.0,2.0,1.0,68.0,2
6442,Haralur Road,1056.0,2.0,1.0,60.0,2
6446,other,1464.0,2.0,1.0,145.0,2
6448,Gollarapalya Hosahalli,861.0,2.0,0.0,36.5,2
6449,Kundalahalli,1047.0,2.0,1.0,82.62,2
6453,Rajaji Nagar,2300.0,3.0,3.0,369.0,3
6454,Ramamurthy Nagar,1000.0,2.0,1.0,62.0,2
6455,Lingadheeranahalli,1682.0,3.0,1.0,113.0,3
6460,Dasanapura,814.0,2.0,1.0,42.0,2
6461,Dodda Nekkundi,1145.0,2.0,1.0,46.5,2
6462,Varthur,965.0,2.0,1.0,34.0,2
6464,Banashankari,1300.0,2.0,2.0,55.0,3
6465,1st Phase JP Nagar,1590.0,3.0,3.0,131.0,3
6466,Begur Road,644.0,1.0,1.0,40.0,1
6467,Whitefield,982.0,2.0,1.0,37.0,2
6469,other,1555.0,3.0,2.0,75.17,3
6472,Electronics City Phase 1,1085.0,2.0,1.0,46.0,2
6473,Rajaji Nagar,1640.0,3.0,2.0,220.0,3
6474,Thanisandra,1595.0,3.0,1.0,110.0,3
6475,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.44,2
6476,Yelahanka,1859.0,3.0,1.0,108.0,3
6477,9th Phase JP Nagar,1079.0,2.0,1.0,60.0,2
6479,Whitefield,1118.0,2.0,1.0,42.0,2
6480,CV Raman Nagar,1198.0,2.0,2.0,60.0,2
6482,Thigalarapalya,1830.0,4.0,2.0,135.0,3
6483,other,1160.0,2.0,1.0,59.0,2
6485,other,2070.0,3.0,3.0,135.0,3
6487,Kannamangala,957.0,2.0,0.0,52.5,2
6489,Bannerghatta Road,1268.0,2.0,1.0,69.0,2
6490,Bannerghatta Road,1450.0,2.0,2.0,87.0,3
6491,other,1600.0,2.0,2.0,75.0,3
6492,Uttarahalli,1330.0,2.0,1.0,57.0,3
6493,Jakkur,1355.0,2.0,2.0,65.0,3
6495,other,1100.0,2.0,1.0,38.49,2
6500,other,900.0,1.0,1.0,44.0,2
6501,Haralur Road,1140.0,2.0,1.0,42.0,2
6504,Talaghattapura,2106.0,3.0,3.0,148.0,3
6509,Sarjapur  Road,1660.0,2.0,2.0,116.0,3
6510,Electronic City Phase II,1549.0,3.0,2.0,80.0,3
6511,Marathahalli,700.0,1.0,1.0,38.0,1
6512,Balagere,1012.0,2.0,1.0,64.0,2
6513,Marathahalli,1469.0,3.0,1.0,89.0,3
6514,Whitefield,1216.0,2.0,1.0,69.0,2
6515,Electronic City Phase II,1065.0,2.0,1.0,56.13,2
6516,Thanisandra,1411.0,3.0,1.0,93.15,3
6517,other,1400.0,2.0,2.0,57.5,2
6518,Hoskote,1250.0,3.0,2.0,29.0,3
6520,Choodasandra,1115.0,2.0,1.0,50.0,2
6521,other,1000.0,2.0,1.0,35.0,2
6522,Panathur,1580.0,3.0,0.0,71.89,3
6523,Subramanyapura,1800.0,3.0,2.0,90.0,3
6524,other,1500.0,2.0,2.0,130.0,2
6525,Chandapura,645.0,1.0,1.0,16.45,1
6527,Kasavanhalli,1494.0,3.0,2.0,82.0,3
6528,Bhoganhalli,1949.0,3.0,2.0,129.0,3
6529,other,1020.0,2.0,1.0,46.5,2
6530,Mysore Road,883.0,2.0,1.0,45.0,2
6535,Yeshwanthpur,1240.0,2.0,2.0,80.0,2
6537,Hegde Nagar,1835.0,3.0,3.0,88.0,3
6541,Gottigere,945.0,2.0,0.0,45.0,2
6542,other,1504.0,2.0,2.0,100.0,3
6543,Lakshminarayana Pura,1569.0,3.0,2.0,150.0,3
6544,Harlur,1755.0,3.0,2.0,130.0,3
6547,Electronics City Phase 1,1450.0,3.0,2.0,72.54,3
6548,5th Phase JP Nagar,1000.0,2.0,0.0,48.0,2
6551,Choodasandra,1215.0,2.0,2.0,59.0,2
6554,Raja Rajeshwari Nagar,1178.0,2.0,1.0,75.0,2
6555,Hulimavu,1500.0,4.0,3.0,192.0,4
6556,other,2040.0,2.0,2.0,59.0,2
6558,other,1602.0,2.0,1.0,165.0,3
6560,Parappana Agrahara,1194.0,2.0,2.0,46.0,2
6561,other,1800.0,3.0,1.0,220.0,3
6563,Sarjapur  Road,1700.0,3.0,3.0,108.0,3
6564,Jigani,1200.0,3.0,2.0,65.0,3
6565,other,1500.0,3.0,0.0,72.0,3
6566,Karuna Nagar,1240.0,3.0,2.0,165.0,3
6570,other,1280.0,2.0,1.0,48.0,3
6571,CV Raman Nagar,1560.0,2.0,2.0,85.0,2
6574,Brookefield,2400.0,3.0,3.0,140.0,4
6575,other,900.0,2.0,1.0,45.0,2
6577,7th Phase JP Nagar,1850.0,3.0,2.0,155.0,3
6578,Hennur Road,1831.0,3.0,1.0,110.0,3
6580,Electronic City Phase II,1320.0,2.0,1.0,38.13,3
6581,Sarjapur  Road,1272.5,2.0,0.0,40.72,3
6583,Budigere,1820.0,3.0,2.0,85.4,3
6584,Bisuvanahalli,1075.0,2.0,1.0,41.0,3
6587,Kadugodi,925.0,1.0,0.0,40.7,1
6588,Electronic City,1140.0,2.0,1.0,70.93,2
6596,Kaggadasapura,1805.0,2.0,2.0,75.0,3
6598,Bommenahalli,1355.0,3.0,0.0,135.0,4
6603,Koramangala,1716.0,2.0,0.0,115.0,3
6608,Chandapura,937.0,2.0,1.0,30.0,2
6609,other,1490.0,2.0,1.0,115.0,3
6610,Frazer Town,4856.0,5.0,3.0,410.0,4
6611,Whitefield,4003.0,6.0,1.0,525.0,4
6612,Whitefield,1100.0,2.0,1.0,37.0,2
6613,Thigalarapalya,1000.0,2.0,2.0,48.53,2
6615,Kundalahalli,1047.0,2.0,1.0,91.0,2
6617,Akshaya Nagar,1420.0,2.0,2.0,75.0,3
6619,other,1550.0,3.0,1.0,59.0,3
6622,Seegehalli,1553.0,3.0,3.0,68.0,3
6623,Electronic City Phase II,920.0,2.0,2.0,26.0,2
6624,other,1740.0,3.0,3.0,120.0,3
6626,Kundalahalli,1724.0,3.0,1.0,146.0,3
6627,other,1020.0,2.0,2.0,60.0,2
6631,Thubarahalli,1200.0,2.0,2.0,80.0,2
6632,Haralur Road,1140.0,2.0,2.0,58.0,2
6634,other,550.0,1.0,1.0,16.0,1
6635,Bannerghatta Road,1450.0,3.0,1.0,44.0,3
6637,Kanakpura Road,700.0,2.0,1.0,35.07,2
6639,Yelahanka,1050.0,2.0,1.0,45.0,2
6642,other,1492.0,2.0,2.0,65.0,2
6643,Whitefield,2856.0,5.0,0.0,157.5,4
6644,Sarjapur  Road,1489.0,2.0,3.0,82.0,3
6646,Haralur Road,1140.0,2.0,2.0,42.0,2
6647,other,1431.0,3.0,2.0,65.0,3
6648,Lingadheeranahalli,1682.0,3.0,1.0,114.0,3
6649,Panathur,1198.0,2.0,1.0,86.26,2
6650,other,3664.0,3.0,2.0,325.0,3
6651,Sarjapur  Road,1550.0,2.0,2.0,69.75,3
6655,Sarjapur  Road,539.0,1.0,1.0,45.0,1
6658,Thubarahalli,1200.0,2.0,2.0,79.55,2
6660,Sarjapur  Road,1186.0,2.0,2.0,40.0,3
6661,Thanisandra,1039.0,2.0,2.0,39.5,2
6664,Malleshwaram,2520.0,3.0,2.0,150.0,3
6665,Brookefield,1225.0,2.0,2.0,66.5,2
6666,Bommanahalli,1350.0,2.0,2.0,72.0,2
6667,other,1030.0,2.0,2.0,300.0,2
6670,other,1520.0,3.0,2.0,111.0,3
6672,other,1391.0,2.0,3.0,64.5,3
6673,Rachenahalli,1200.0,2.0,2.0,50.0,2
6676,Yelahanka,1322.0,2.0,2.0,80.0,2
6677,Whitefield,2173.0,3.0,2.0,128.0,3
6678,Sarjapur  Road,1200.0,2.0,2.0,75.0,2
6682,Devanahalli,698.5,1.0,0.0,28.57,1
6683,other,1250.0,2.0,2.0,90.0,2
6684,Chandapura,1025.0,2.0,2.0,27.68,2
6687,Whitefield,1435.0,3.0,2.0,45.0,3
6688,Electronics City Phase 1,1175.0,2.0,2.0,64.98,2
6690,other,900.0,2.0,1.0,33.0,2
6692,Jigani,3170.0,5.0,2.0,230.0,4
6693,other,1602.0,2.0,1.0,170.0,3
6694,Thanisandra,1220.0,2.0,2.0,42.0,2
6695,Rajaji Nagar,2500.0,3.0,3.0,350.0,3
6696,Sarjapur  Road,2145.0,3.0,3.0,180.0,3
6697,Bannerghatta Road,960.0,2.0,3.0,58.0,2
6698,other,907.0,1.0,1.0,38.0,1
6699,Old Madras Road,1210.0,2.0,1.0,74.0,2
6701,other,1230.0,2.0,2.0,70.0,2
6702,5th Phase JP Nagar,1350.0,2.0,1.0,75.0,3
6703,Kenchenahalli,1150.0,2.0,2.0,58.0,2
6704,Sarjapur,1404.0,2.0,0.0,53.35,3
6707,Yelahanka,1285.0,2.0,2.0,56.0,2
6708,Hormavu,1018.0,2.0,1.0,50.8,2
6711,other,1600.0,3.0,3.0,95.0,3
6712,9th Phase JP Nagar,1480.0,2.0,1.0,80.0,2
6715,Akshaya Nagar,1435.0,3.0,3.0,53.0,3
6718,CV Raman Nagar,1590.0,2.0,3.0,85.0,3
6722,Kengeri,1741.0,3.0,2.0,80.0,3
6723,JP Nagar,1750.0,3.0,1.0,123.0,3
6725,Tumkur Road,1027.0,2.0,1.0,60.0,2
6727,other,3463.0,6.0,0.0,310.0,4
6729,Hebbal,2790.0,5.0,3.0,198.0,4
6730,Sahakara Nagar,1000.0,2.0,1.0,60.0,2
6731,Varthur,1120.0,2.0,2.0,44.24,2
6734,other,1570.0,3.0,2.0,110.0,3
6735,Koramangala,1500.0,3.0,1.0,135.0,3
6736,Frazer Town,1315.0,2.0,2.0,140.0,2
6737,Electronic City Phase II,1140.0,2.0,1.0,33.84,2
6738,Banashankari,1105.0,2.0,2.0,90.0,2
6740,Whitefield,905.0,1.0,1.0,62.0,1
6742,Kudlu Gate,1185.0,2.0,1.0,50.0,2
6744,other,1458.0,3.0,2.0,60.0,3
6745,Hormavu,1555.0,3.0,2.0,75.0,3
6746,other,1200.0,2.0,2.0,45.0,2
6747,Sarjapur  Road,1308.0,2.0,1.0,58.86,2
6748,Kudlu,1024.0,2.0,2.0,44.0,2
6749,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
6751,Seegehalli,1639.0,3.0,3.0,120.0,3
6752,Whitefield,1870.0,3.0,2.0,138.0,3
6753,Hennur Road,1232.0,2.0,1.0,87.0,2
6754,Kasavanhalli,1719.0,3.0,1.0,184.0,3
6755,Chandapura,975.0,2.0,1.0,24.86,2
6757,Jakkur,1230.0,2.0,1.0,79.0,2
6762,other,2120.0,3.0,2.0,177.0,3
6765,Electronic City,1096.0,2.0,2.0,40.55,2
6766,Horamavu Agara,1107.83,2.0,1.0,41.51,2
6768,Sarjapur  Road,1320.0,2.0,2.0,115.0,2
6769,8th Phase JP Nagar,1431.5,3.0,0.0,72.02,3
6770,Whitefield,1320.0,2.0,1.0,99.26,2
6771,Whitefield,2901.0,4.0,2.0,190.0,3
6772,other,1315.0,2.0,2.0,65.0,3
6773,other,1000.0,2.0,1.0,44.0,2
6774,Hosakerehalli,1596.0,3.0,3.0,79.8,3
6776,Whitefield,2403.0,4.0,2.0,270.0,4
6777,Old Madras Road,1350.0,3.0,2.0,47.25,3
6782,other,1713.0,3.0,3.0,125.0,3
6783,other,1200.0,2.0,0.0,43.0,2
6786,Binny Pete,1795.0,3.0,2.0,139.0,3
6787,Kereguddadahalli,600.0,1.0,1.0,19.5,1
6789,Hegde Nagar,1965.0,4.0,2.0,132.0,3
6792,Electronics City Phase 1,1200.0,2.0,2.0,59.76,2
6796,Jigani,914.0,2.0,2.0,55.0,2
6802,Whitefield,1485.0,2.0,1.0,96.51,2
6803,Kanakapura,1460.0,2.0,3.0,43.79,3
6804,Thanisandra,1450.0,2.0,1.0,57.0,2
6805,HSR Layout,1360.0,2.0,1.0,53.0,3
6807,Uttarahalli,1125.0,2.0,1.0,48.0,2
6809,7th Phase JP Nagar,1460.0,2.0,2.0,100.0,3
6810,other,1107.0,2.0,2.0,40.0,2
6814,Bhoganhalli,1760.0,3.0,2.0,128.0,3
6821,other,1600.0,3.0,2.0,112.0,3
6823,Whitefield,1755.0,3.0,3.0,101.0,3
6824,Hulimavu,1200.0,2.0,1.0,50.0,2
6826,other,1266.67,2.0,0.0,69.0,2
6831,Whitefield,4800.0,5.0,2.0,550.0,4
6832,Mysore Road,1029.5,2.0,0.0,50.855,2
6833,Raja Rajeshwari Nagar,1128.0,2.0,2.0,40.0,2
6836,other,2710.0,6.0,2.0,142.0,4
6837,Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.0,2
6840,Electronic City,1017.0,2.0,2.0,27.0,2
6841,Sarjapur  Road,920.0,2.0,1.0,40.0,2
6844,Munnekollal,1750.0,3.0,3.0,86.5,3
6845,Dasanapura,1163.0,2.0,1.0,65.0,2
6846,7th Phase JP Nagar,1650.0,3.0,3.0,110.0,3
6847,other,1800.0,3.0,3.0,95.0,3
6848,CV Raman Nagar,1100.0,2.0,1.0,58.0,2
6850,other,1410.0,3.0,2.0,65.0,3
6852,Begur Road,1200.0,2.0,2.0,45.6,2
6853,Whitefield,1608.0,2.0,3.0,63.0,3
6857,Kasavanhalli,770.0,1.0,1.0,43.82,1
6858,Ardendale,1777.26,3.0,2.0,105.0,3
6859,Kanakpura Road,1339.0,2.0,2.0,85.0,2
6861,other,1080.0,2.0,2.0,44.8,2
6864,Hulimavu,1450.0,3.0,3.0,72.0,3
6866,Sarjapur  Road,1163.0,2.0,2.0,62.0,3
6870,Hebbal,1299.0,2.0,1.0,100.0,2
6874,Yelahanka,2600.0,4.0,3.0,175.0,4
6875,KR Puram,1140.0,2.0,1.0,43.32,2
6876,Kanakpura Road,1900.0,3.0,3.0,125.0,3
6878,Electronic City,1110.0,2.0,1.0,39.95,2
6879,Nagavarapalya,705.0,1.0,1.0,57.0,1
6880,other,1089.0,2.0,1.0,60.0,2
6882,Kereguddadahalli,1080.0,2.0,2.0,32.0,2
6883,Thanisandra,1093.0,2.0,1.0,68.1,2
6885,Hegde Nagar,1703.0,3.0,2.0,125.0,3
6886,Hebbal,1200.0,2.0,1.0,60.0,2
6887,Marathahalli,1690.0,3.0,2.0,116.0,3
6888,Yelahanka,1305.0,2.0,1.0,78.0,2
6891,other,1194.0,2.0,0.0,55.0,2
6897,Whitefield,2225.0,3.0,1.0,149.0,3
6898,other,1022.0,2.0,2.0,57.0,2
6900,other,1153.0,2.0,2.0,45.0,2
6902,other,1560.0,3.0,3.0,68.0,3
6905,Billekahalli,1350.0,3.0,2.0,55.0,2
6908,Chandapura,800.0,2.0,1.0,25.0,2
6909,Electronic City,2093.0,4.0,1.0,104.0,4
6911,Bannerghatta Road,1275.0,2.0,1.0,73.0,2
6912,Begur Road,1215.0,2.0,2.0,43.13,2
6914,Begur Road,1444.0,2.0,2.0,71.5,3
6915,other,950.0,2.0,2.0,38.0,2
6919,Hennur,1231.0,2.0,2.0,50.0,2
6921,Yeshwanthpur,1713.0,3.0,2.0,110.0,3
6924,Sonnenahalli,1310.0,2.0,0.0,46.0,3
6925,Jalahalli,790.0,2.0,1.0,49.5,2
6926,Koramangala,1744.0,3.0,1.0,200.0,3
6928,Whitefield,1250.0,2.0,2.0,82.0,2
6929,Malleshwaram,2476.0,3.0,3.0,337.0,3
6930,Subramanyapura,1260.0,2.0,2.0,76.0,3
6931,Rajaji Nagar,1615.0,3.0,1.0,175.0,3
6934,Electronic City,1025.0,2.0,1.0,53.9,2
6935,Sarjapur  Road,1877.0,4.0,2.0,150.0,3
6936,Lakshminarayana Pura,1649.0,3.0,2.0,150.0,3
6940,Thigalarapalya,1418.0,2.0,2.0,105.0,2
6941,other,1012.0,2.0,0.0,42.0,2
6944,Green Glen Layout,1680.0,4.0,3.0,95.0,3
6945,Old Madras Road,1171.0,2.0,2.0,72.0,2
6946,Tumkur Road,1027.0,2.0,1.0,68.62,2
6948,Kanakapura,1090.0,2.0,2.0,38.15,2
6949,Hennur Road,1232.0,2.0,1.0,74.0,2
6952,Kanakpura Road,525.0,1.0,1.0,27.0,1
6955,Choodasandra,1254.0,2.0,1.0,65.0,3
